Sheel N/S,Layer,Layer inner no,SiPM no,Inner Sig,HV B no,HV I no,θ,φ,copy no,FEB type,LV M no,LV I no,FEC,FEC ch,HV Unit,HV Unit ch,tag,FEC,HV,chid
N,19,57,2209,1558,41,30,31.872,347.586,294,N,232,4,76,97,47,6,1,76-97,47-6,589
N,18,1,4243,536,41,6,35.033,0,296,N,138,1,76,98,47,54,1,76-98,47-54,592
N,18,1,4243,536,41,6,35.033,0,296,N,138,1,76,99,47,54,1,76-99,47-54,593
N,18,3,979,1596,41,32,35.033,11.4286,298,N,138,3,76,100,47,2,1,76-100,47-2,596
N,18,3,979,1596,41,32,35.033,11.4286,298,N,138,3,76,101,47,2,1,76-101,47-2,597
N,19,2,3693,541,41,22,31.872,6.2069,239,N,84,2,76,102,47,22,1,76-102,47-22,478
N,19,2,3693,541,41,22,31.872,6.2069,239,N,84,2,76,103,47,22,1,76-103,47-22,479
N,19,58,4872,546,41,1,31.872,353.793,295,N,232,5,76,104,47,64,1,76-104,47-64,590
N,19,58,4872,546,41,1,31.872,353.793,295,N,232,5,76,105,47,64,1,76-105,47-64,591
N,24,28,3150,1769,36,8,15.982,347.143,65,N,346,4,76,106,63,49,1,76-106,63-49,130
N,24,28,3150,1769,36,8,15.982,347.143,65,N,346,4,76,107,63,49,1,76-107,63-49,131
N,24,1,1720,888,36,2,15.982,0,38,N,214,1,76,108,63,61,1,76-108,63-61,76
N,24,1,1720,888,36,2,15.982,0,38,N,214,1,76,109,63,61,1,76-109,63-61,77
N,19,1,3323,332,41,2,31.872,0,238,N,84,1,76,110,47,62,1,76-110,47-62,476
N,19,1,3323,332,41,2,31.872,0,238,N,84,1,76,111,47,62,1,76-111,47-62,477
N,14,81,1489,577,46,22,47.645,351.22,658,N,137,4,76,112,38,86,1,76-112,38-86,1316
N,14,81,1489,577,46,22,47.645,351.22,658,N,137,4,76,113,38,86,1,76-113,38-86,1317
N,18,63,3365,1593,41,29,35.033,354.286,358,N,490,3,76,114,47,8,1,76-114,47-8,716
N,18,63,3365,1593,41,29,35.033,354.286,358,N,490,3,76,115,47,8,1,76-115,47-8,717
S,22,38,3271,74,130,19,157.639,333,3921,N,49,2,76,116,56,92,1,76-116,56-92,7842
S,22,38,3271,74,130,19,157.639,333,3921,N,49,2,76,117,56,92,1,76-117,56-92,7843
N,22,40,4935,1590,38,6,22.361,351,139,N,351,4,76,118,62,118,1,76-118,62-118,278
N,22,40,4935,1590,38,6,22.361,351,139,N,351,4,76,119,62,118,1,76-119,62-118,279
N,14,80,2454,553,45,10,47.645,346.829,657,N,137,3,76,120,60,109,1,76-120,60-109,1314
N,14,80,2454,553,45,10,47.645,346.829,657,N,137,3,76,121,60,109,1,76-121,60-109,1315
N,14,79,1373,110,45,23,47.645,342.439,656,N,137,2,76,122,60,83,1,76-122,60-83,1312
N,14,79,1373,110,45,23,47.645,342.439,656,N,137,2,76,123,60,83,1,76-123,60-83,1313
N,22,1,191,501,38,12,22.361,0,100,N,324,1,76,124,62,106,1,76-124,62-106,200
N,22,1,191,501,38,12,22.361,0,100,N,324,1,76,125,62,106,1,76-125,62-106,201
N,18,62,3366,339,41,18,35.033,348.571,357,N,490,2,76,126,47,30,1,76-126,47-30,714
N,18,62,3366,339,41,18,35.033,348.571,357,N,490,2,76,127,47,30,1,76-127,47-30,715
S,6,49,5088,1865,78,10,107.226,160,2623,N,6,1,77,0,33,110,1,77-0,33-110,5246
S,6,49,5088,1865,78,10,107.226,160,2623,N,6,1,77,1,33,110,1,77-1,33-110,5247
S,1,52,1661,477,71,1,91.565,161.053,2063,N,502,4,77,2,31,64,1,77-2,31-64,4126
S,1,52,1661,477,71,1,91.565,161.053,2063,N,502,4,77,3,31,64,1,77-3,31-64,4127
S,6,48,5087,2,78,1,107.226,156.667,2622,N,39,4,77,4,33,128,1,77-4,33-128,5244
S,6,48,5087,2,78,1,107.226,156.667,2622,N,39,4,77,5,33,128,1,77-5,33-128,5245
S,26,8,1958,227,100,29,170.465,157.5,4015,N,448,4,77,6,52,71,1,77-6,52-71,8030
S,26,8,1958,227,100,29,170.465,157.5,4015,N,448,4,77,7,52,71,1,77-7,52-71,8031
S,25,11,2001,311,100,11,167.229,163.636,3996,N,29,3,77,8,52,107,1,77-8,52-107,7992
S,25,11,2001,311,100,11,167.229,163.636,3996,N,29,3,77,9,52,107,1,77-9,52-107,7993
S,23,17,2795,280,99,10,160.823,169.412,3940,N,60,1,77,10,59,109,1,77-10,59-109,7880
S,23,17,2795,280,99,10,160.823,169.412,3940,N,60,1,77,11,59,109,1,77-11,59-109,7881
N,5,50,2124,2009,23,27,75.909,160.364,1498,N,367,2,77,12,40,12,1,77-12,40-12,2996
N,5,50,2124,2009,23,27,75.909,160.364,1498,N,367,2,77,13,40,12,1,77-13,40-12,2997
S,7,48,3487,1215,78,27,110.362,159.623,2730,N,15,4,77,14,33,76,1,77-14,33-76,5460
S,7,48,3487,1215,78,27,110.362,159.623,2730,N,15,4,77,15,33,76,1,77-15,33-76,5461
S,17,35,2264,681,94,11,141.81,180,3631,N,43,3,77,16,30,107,1,77-16,30-107,7262
S,17,35,2264,681,94,11,141.81,180,3631,N,43,3,77,17,30,107,1,77-17,30-107,7263
S,18,34,4578,704,94,7,144.967,188.571,3698,N,22,2,77,18,30,115,1,77-18,30-115,7396
S,18,34,4578,704,94,7,144.967,188.571,3698,N,22,2,77,19,30,115,1,77-19,30-115,7397
S,8,47,5052,277,78,17,113.499,159.231,2835,N,28,3,77,20,33,96,1,77-20,33-96,5670
S,8,47,5052,277,78,17,113.499,159.231,2835,N,28,3,77,21,33,96,1,77-21,33-96,5671
S,18,32,4579,353,94,32,144.967,177.143,3696,N,7,4,77,22,30,65,1,77-22,30-65,7392
S,18,32,4579,353,94,32,144.967,177.143,3696,N,7,4,77,23,30,65,1,77-23,30-65,7393
S,4,50,5181,745,71,10,100.957,157.5,2402,N,518,2,77,24,31,46,1,77-24,31-46,4804
S,4,50,5181,745,71,10,100.957,157.5,2402,N,518,2,77,25,31,46,1,77-25,31-46,4805
S,19,27,4810,104,94,16,148.128,161.379,3754,N,27,3,77,26,30,97,1,77-26,30-97,7508
S,19,27,4810,104,94,16,148.128,161.379,3754,N,27,3,77,27,30,97,1,77-27,30-97,7509
S,17,34,2263,713,94,2,141.81,174.706,3630,N,43,2,77,28,30,125,1,77-28,30-125,7260
S,17,34,2263,713,94,2,141.81,174.706,3630,N,43,2,77,29,30,125,1,77-29,30-125,7261
S,19,28,4809,93,94,27,148.128,167.586,3755,N,27,4,77,30,30,75,1,77-30,30-75,7510
S,19,28,4809,93,94,27,148.128,167.586,3755,N,27,4,77,31,30,75,1,77-31,30-75,7511
N,11,44,1442,165,17,29,57.08,164.681,881,N,185,4,77,32,40,71,1,77-32,40-71,1762
N,11,44,1442,165,17,29,57.08,164.681,881,N,185,4,77,33,40,71,1,77-33,40-71,1763
N,10,44,4860,47,17,8,60.222,157.959,975,N,59,4,77,34,40,113,1,77-34,40-113,1950
N,10,44,4860,47,17,8,60.222,157.959,975,N,59,4,77,35,40,113,1,77-35,40-113,1951
N,10,46,4492,166,17,28,60.222,165.306,977,N,247,2,77,36,40,73,1,77-36,40-73,1954
N,10,46,4492,166,17,28,60.222,165.306,977,N,247,2,77,37,40,73,1,77-37,40-73,1955
S,17,32,2265,709,94,17,141.81,164.118,3628,N,170,4,77,40,30,95,1,77-40,30-95,7256
S,17,32,2265,709,94,17,141.81,164.118,3628,N,170,4,77,41,30,95,1,77-41,30-95,7257
S,19,31,3371,144,94,5,148.128,186.207,3758,N,62,3,77,42,30,119,1,77-42,30-119,7516
S,19,31,3371,144,94,5,148.128,186.207,3758,N,62,3,77,43,30,119,1,77-43,30-119,7517
S,19,30,4807,53,94,21,148.128,180,3757,N,62,2,77,44,30,87,1,77-44,30-87,7514
S,19,30,4807,53,94,21,148.128,180,3757,N,62,2,77,45,30,87,1,77-45,30-87,7515
S,18,30,180,687,94,15,144.967,165.714,3694,N,7,2,77,46,30,99,1,77-46,30-99,7388
S,18,30,180,687,94,15,144.967,165.714,3694,N,7,2,77,47,30,99,1,77-47,30-99,7389
N,5,49,2123,2016,23,15,75.909,157.091,1497,N,367,1,77,50,40,36,1,77-50,40-36,2994
N,5,49,2123,2016,23,15,75.909,157.091,1497,N,367,1,77,51,40,36,1,77-51,40-36,2995
N,12,43,4507,537,17,31,53.937,166.154,789,N,14,3,77,52,40,67,1,77-52,40-67,1578
N,12,43,4507,537,17,31,53.937,166.154,789,N,14,3,77,53,40,67,1,77-53,40-67,1579
N,6,48,3606,141,23,2,72.774,156.667,1388,N,248,4,77,54,40,62,1,77-54,40-62,2776
N,6,48,3606,141,23,2,72.774,156.667,1388,N,248,4,77,55,40,62,1,77-55,40-62,2777
N,15,35,3140,55,11,16,44.496,156.923,534,N,217,3,77,58,35,33,1,77-58,35-33,1068
N,15,35,3140,55,11,16,44.496,156.923,534,N,217,3,77,59,35,33,1,77-59,35-33,1069
S,18,31,4582,379,94,9,144.967,171.429,3695,N,7,3,77,60,30,111,1,77-60,30-111,7390
S,18,31,4582,379,94,9,144.967,171.429,3695,N,7,3,77,61,30,111,1,77-61,30-111,7391
S,4,52,5006,1358,71,31,100.957,163.929,2404,N,518,4,77,62,31,4,1,77-62,31-4,4808
S,4,52,5006,1358,71,31,100.957,163.929,2404,N,518,4,77,63,31,4,1,77-63,31-4,4809
N,12,1,4644,123,51,7,53.937,0,747,N,44,1,77,64,58,115,1,77-64,58-115,1494
N,12,1,4644,123,51,7,53.937,0,747,N,44,1,77,65,58,115,1,77-65,58-115,1495
S,10,2,652,69,116,23,119.778,3.67347,2995,N,39,2,77,66,56,19,1,77-66,56-19,5990
S,10,2,652,69,116,23,119.778,3.67347,2995,N,39,2,77,67,56,19,1,77-67,56-19,5991
N,4,111,2510,4,65,31,79.043,353.571,1669,N,454,3,77,68,57,4,1,77-68,57-4,3338
N,4,111,2510,4,65,31,79.043,353.571,1669,N,454,3,77,69,57,4,1,77-69,57-4,3339
N,9,1,3969,190,51,20,63.362,0,1030,N,94,1,77,70,58,89,1,77-70,58-89,2060
N,9,1,3969,190,51,20,63.362,0,1030,N,94,1,77,71,58,89,1,77-71,58-89,2061
N,4,1,1991,235,65,19,79.043,0,1559,N,226,1,77,72,57,28,1,77-72,57-28,3118
N,4,1,1991,235,65,19,79.043,0,1559,N,226,1,77,73,57,28,1,77-73,57-28,3119
N,2,112,241,213,65,20,85.306,350.526,1895,N,485,3,77,74,57,26,1,77-74,57-26,3790
N,2,112,241,213,65,20,85.306,350.526,1895,N,485,3,77,75,57,26,1,77-75,57-26,3791
N,1,112,1561,61,65,28,88.435,350.526,2009,N,298,3,77,76,57,10,1,77-76,57-10,4018
N,1,112,1561,61,65,28,88.435,350.526,2009,N,298,3,77,77,57,10,1,77-77,57-10,4019
N,12,2,4515,114,51,5,53.937,3.95604,748,N,44,2,77,78,58,119,1,77-78,58-119,1496
N,12,2,4515,114,51,5,53.937,3.95604,748,N,44,2,77,79,58,119,1,77-79,58-119,1497
N,9,2,3968,922,52,30,63.362,3.56436,1031,N,94,2,77,80,51,6,1,77-80,51-6,2062
N,9,2,3968,922,52,30,63.362,3.56436,1031,N,94,2,77,81,51,6,1,77-81,51-6,2063
N,8,104,871,467,57,26,66.501,356.538,1234,N,173,4,77,82,44,13,1,77-82,44-13,2468
N,8,104,871,467,57,26,66.501,356.538,1234,N,173,4,77,83,44,13,1,77-83,44-13,2469
N,7,4,4337,149,58,31,69.638,10.1887,1238,N,177,4,77,84,51,3,1,77-84,51-3,2476
N,7,4,4337,149,58,31,69.638,10.1887,1238,N,177,4,77,85,51,3,1,77-85,51-3,2477
N,7,5,4336,513,58,18,69.638,13.5849,1239,N,200,1,77,86,51,29,1,77-86,51-29,2478
N,7,5,4336,513,58,18,69.638,13.5849,1239,N,200,1,77,87,51,29,1,77-87,51-29,2479
N,11,1,233,97,51,1,57.08,0,838,N,48,1,77,88,58,127,1,77-88,58-127,1676
N,11,1,233,97,51,1,57.08,0,838,N,48,1,77,89,58,127,1,77-89,58-127,1677
N,9,3,3967,920,52,13,63.362,7.12871,1032,N,94,3,77,90,51,40,1,77-90,51-40,2064
N,9,3,3967,920,52,13,63.362,7.12871,1032,N,94,3,77,91,51,40,1,77-91,51-40,2065
N,8,5,3417,469,58,17,66.501,13.8462,1135,N,208,1,77,92,51,31,1,77-92,51-31,2270
N,8,5,3417,469,58,17,66.501,13.8462,1135,N,208,1,77,93,51,31,1,77-93,51-31,2271
N,10,4,1021,932,52,19,60.222,11.0204,935,N,95,4,77,94,51,28,1,77-94,51-28,1870
N,10,4,1021,932,52,19,60.222,11.0204,935,N,95,4,77,95,51,28,1,77-95,51-28,1871
N,10,3,1010,942,52,9,60.222,7.34694,934,N,95,3,77,96,51,48,1,77-96,51-48,1868
N,10,3,1010,942,52,9,60.222,7.34694,934,N,95,3,77,97,51,48,1,77-97,51-48,1869
S,22,2,4756,276,130,25,157.639,9,3885,N,63,2,77,98,56,80,1,77-98,56-80,7770
S,22,2,4756,276,130,25,157.639,9,3885,N,63,2,77,99,56,80,1,77-99,56-80,7771
N,7,1,4340,696,58,23,69.638,0,1235,N,177,1,77,100,51,19,1,77-100,51-19,2470
N,7,1,4340,696,58,23,69.638,0,1235,N,177,1,77,101,51,19,1,77-101,51-19,2471
N,8,3,3416,461,58,29,66.501,6.92308,1133,N,123,3,77,102,51,7,1,77-102,51-7,2266
N,8,3,3416,461,58,29,66.501,6.92308,1133,N,123,3,77,103,51,7,1,77-103,51-7,2267
N,15,3,2628,357,46,27,44.496,9.23077,502,N,105,3,77,104,38,76,1,77-104,38-76,1004
N,15,3,2628,357,46,27,44.496,9.23077,502,N,105,3,77,105,38,76,1,77-105,38-76,1005
N,15,2,3132,354,46,24,44.496,4.61538,501,N,105,2,77,106,38,82,1,77-106,38-82,1002
N,15,2,3132,354,46,24,44.496,4.61538,501,N,105,2,77,107,38,82,1,77-107,38-82,1003
N,16,3,1467,401,46,10,41.344,9.86301,429,N,63,3,77,108,38,110,1,77-108,38-110,858
N,16,3,1467,401,46,10,41.344,9.86301,429,N,63,3,77,109,38,110,1,77-109,38-110,859
S,11,2,1740,197,117,7,122.92,3.82979,3093,N,168,2,77,110,50,52,1,77-110,50-52,6186
S,11,2,1740,197,117,7,122.92,3.82979,3093,N,168,2,77,111,50,52,1,77-111,50-52,6187
N,11,3,915,87,51,16,57.08,7.65957,840,N,48,3,77,114,58,97,1,77-114,58-97,1680
N,11,3,915,87,51,16,57.08,7.65957,840,N,48,3,77,115,58,97,1,77-115,58-97,1681
N,10,1,3597,65,51,11,60.222,0,932,N,95,1,77,116,58,107,1,77-116,58-107,1864
N,10,1,3597,65,51,11,60.222,0,932,N,95,1,77,117,58,107,1,77-117,58-107,1865
N,11,2,911,147,51,3,57.08,3.82979,839,N,48,2,77,118,58,123,1,77-118,58-123,1678
N,11,2,911,147,51,3,57.08,3.82979,839,N,48,2,77,119,58,123,1,77-119,58-123,1679
N,3,111,3233,95,65,29,82.175,350.442,1781,N,482,3,77,120,57,8,1,77-120,57-8,3562
N,3,111,3233,95,65,29,82.175,350.442,1781,N,482,3,77,121,57,8,1,77-121,57-8,3563
N,1,1,1302,27,65,23,88.435,0,1898,N,149,1,77,122,57,20,1,77-122,57-20,3796
N,1,1,1302,27,65,23,88.435,0,1898,N,149,1,77,123,57,20,1,77-123,57-20,3797
N,2,3,3211,19,65,22,85.306,6.31579,1786,N,195,3,77,124,57,22,1,77-124,57-22,3572
N,2,3,3211,19,65,22,85.306,6.31579,1786,N,195,3,77,125,57,22,1,77-125,57-22,3573
S,6,50,5089,17,78,16,107.226,163.333,2624,N,6,2,78,0,33,98,1,78-0,33-98,5248
S,6,50,5089,17,78,16,107.226,163.333,2624,N,6,2,78,1,33,98,1,78-1,33-98,5249
S,24,15,2445,256,99,28,164.018,180,3972,N,58,3,78,2,59,73,1,78-2,59-73,7944
S,24,15,2445,256,99,28,164.018,180,3972,N,58,3,78,3,59,73,1,78-3,59-73,7945
S,3,52,3854,1060,71,14,97.825,162.478,2291,N,501,4,78,4,31,38,1,78-4,31-38,4582
S,3,52,3854,1060,71,14,97.825,162.478,2291,N,501,4,78,5,31,38,1,78-5,31-38,4583
N,9,47,1291,64,17,3,63.362,163.96,1076,N,158,3,78,6,40,123,1,78-6,40-123,2152
N,9,47,1291,64,17,3,63.362,163.96,1076,N,158,3,78,7,40,123,1,78-7,40-123,2153
N,11,45,799,950,17,30,57.08,168.511,882,N,183,1,78,8,40,69,1,78-8,40-69,1764
N,11,45,799,950,17,30,57.08,168.511,882,N,183,1,78,9,40,69,1,78-9,40-69,1765
N,11,43,796,214,17,22,57.08,160.851,880,N,185,3,78,10,40,85,1,78-10,40-85,1760
N,11,43,796,214,17,22,57.08,160.851,880,N,185,3,78,11,40,85,1,78-11,40-85,1761
S,7,49,3762,282,78,11,110.362,163.019,2731,N,40,1,78,12,33,108,1,78-12,33-108,5462
S,7,49,3762,282,78,11,110.362,163.019,2731,N,40,1,78,13,33,108,1,78-13,33-108,5463
S,19,29,4808,67,94,24,148.128,173.793,3756,N,62,1,78,14,30,81,1,78-14,30-81,7512
S,19,29,4808,67,94,24,148.128,173.793,3756,N,62,1,78,15,30,81,1,78-15,30-81,7513
S,21,24,5013,236,97,32,154.463,180,3861,N,51,4,78,16,59,66,1,78-16,59-66,7722
S,21,24,5013,236,97,32,154.463,180,3861,N,51,4,78,17,59,66,1,78-17,59-66,7723
S,20,23,4437,296,97,30,151.293,152.308,3808,N,78,3,78,18,59,70,1,78-18,59-70,7616
S,20,23,4437,296,97,30,151.293,152.308,3808,N,78,3,78,19,59,70,1,78-19,59-70,7617
S,5,50,1075,1356,78,28,104.091,160.364,2514,N,12,2,78,20,33,74,1,78-20,33-74,5028
S,5,50,1075,1356,78,28,104.091,160.364,2514,N,12,2,78,21,33,74,1,78-21,33-74,5029
S,7,50,4725,1857,78,14,110.362,166.415,2732,N,40,2,78,22,33,102,1,78-22,33-102,5464
S,7,50,4725,1857,78,14,110.362,166.415,2732,N,40,2,78,23,33,102,1,78-23,33-102,5465
S,5,49,4766,1886,78,30,104.091,157.091,2513,N,12,1,78,24,33,70,1,78-24,33-70,5026
S,5,49,4766,1886,78,30,104.091,157.091,2513,N,12,1,78,25,33,70,1,78-25,33-70,5027
S,25,12,2009,310,100,15,167.229,180,3997,N,29,4,78,26,52,99,1,78-26,52-99,7994
S,25,12,2009,310,100,15,167.229,180,3997,N,29,4,78,27,52,99,1,78-27,52-99,7995
S,20,26,4427,223,97,11,151.293,173.077,3811,N,23,2,78,28,59,108,1,78-28,59-108,7622
S,20,26,4427,223,97,11,151.293,173.077,3811,N,23,2,78,29,59,108,1,78-29,59-108,7623
S,26,9,1959,272,100,5,170.465,180,4016,N,76,1,78,30,52,119,1,78-30,52-119,8032
S,26,9,1959,272,100,5,170.465,180,4016,N,76,1,78,31,52,119,1,78-31,52-119,8033
N,5,51,3522,2033,23,23,75.909,163.636,1499,N,367,3,78,32,40,20,1,78-32,40-20,2998
N,5,51,3522,2033,23,23,75.909,163.636,1499,N,367,3,78,33,40,20,1,78-33,40-20,2999
S,3,51,1822,740,71,30,97.825,159.292,2290,N,501,3,78,34,31,6,1,78-34,31-6,4580
S,3,51,1822,740,71,30,97.825,159.292,2290,N,501,3,78,35,31,6,1,78-35,31-6,4581
S,3,50,3824,742,71,13,97.825,156.106,2289,N,501,2,78,36,31,40,1,78-36,31-40,4578
S,3,50,3824,742,71,13,97.825,156.106,2289,N,501,2,78,37,31,40,1,78-37,31-40,4579
S,2,52,5210,1813,71,32,94.694,161.053,2177,N,304,4,78,38,31,2,1,78-38,31-2,4354
S,2,52,5210,1813,71,32,94.694,161.053,2177,N,304,4,78,39,31,2,1,78-39,31-2,4355
S,4,51,4982,1065,71,8,100.957,160.714,2403,N,518,3,78,40,31,50,1,78-40,31-50,4806
S,4,51,4982,1065,71,8,100.957,160.714,2403,N,518,3,78,41,31,50,1,78-41,31-50,4807
S,18,33,4571,705,94,22,144.967,182.857,3697,N,22,1,78,42,30,85,1,78-42,30-85,7394
S,18,33,4571,705,94,22,144.967,182.857,3697,N,22,1,78,43,30,85,1,78-43,30-85,7395
S,2,51,5152,1812,71,15,94.694,157.895,2176,N,304,3,78,44,31,36,1,78-44,31-36,4352
S,2,51,5152,1812,71,15,94.694,157.895,2176,N,304,3,78,45,31,36,1,78-45,31-36,4353
S,8,48,5070,261,78,20,113.499,162.692,2836,N,28,4,78,46,33,90,1,78-46,33-90,5672
S,8,48,5070,261,78,20,113.499,162.692,2836,N,28,4,78,47,33,90,1,78-47,33-90,5673
S,24,14,533,301,99,29,164.018,167.143,3971,N,58,2,78,50,59,71,1,78-50,59-71,7942
S,24,14,533,301,99,29,164.018,167.143,3971,N,58,2,78,51,59,71,1,78-51,59-71,7943
N,12,41,4505,89,16,13,53.937,158.242,787,N,14,1,78,56,37,40,1,78-56,37-40,1574
N,12,41,4505,89,16,13,53.937,158.242,787,N,14,1,78,57,37,40,1,78-57,37-40,1575
N,14,43,2063,2003,12,27,47.645,184.39,620,N,421,3,78,58,37,11,1,78-58,37-11,1240
N,14,43,2063,2003,12,27,47.645,184.39,620,N,421,3,78,59,37,11,1,78-59,37-11,1241
S,23,18,2794,299,99,3,160.823,180,3941,N,60,2,78,60,59,123,1,78-60,59-123,7882
S,23,18,2794,299,99,3,160.823,180,3941,N,60,2,78,61,59,123,1,78-61,59-123,7883
S,17,33,2748,712,94,4,141.81,169.412,3629,N,43,1,78,62,30,121,1,78-62,30-121,7258
S,17,33,2748,712,94,4,141.81,169.412,3629,N,43,1,78,63,30,121,1,78-63,30-121,7259
N,14,2,2840,564,46,12,47.645,4.39024,579,N,88,2,78,64,38,106,1,78-64,38-106,1158
N,14,2,2840,564,46,12,47.645,4.39024,579,N,88,2,78,65,38,106,1,78-65,38-106,1159
S,11,1,1739,127,117,17,122.92,0,3092,N,168,1,78,66,50,32,1,78-66,50-32,6184
S,11,1,1739,127,117,17,122.92,0,3092,N,168,1,78,67,50,32,1,78-67,50-32,6185
N,1,2,1301,244,65,18,88.435,3.15789,1899,N,149,2,78,68,57,30,1,78-68,57-30,3798
N,1,2,1301,244,65,18,88.435,3.15789,1899,N,149,2,78,69,57,30,1,78-69,57-30,3799
N,1,113,1652,1883,65,9,88.435,353.684,2010,N,298,4,78,70,57,48,1,78-70,57-48,4020
N,1,113,1652,1883,65,9,88.435,353.684,2010,N,298,4,78,71,57,48,1,78-71,57-48,4021
N,3,112,3236,238,65,8,82.175,353.628,1782,N,482,4,78,72,57,50,1,78-72,57-50,3564
N,3,112,3236,238,65,8,82.175,353.628,1782,N,482,4,78,73,57,50,1,78-73,57-50,3565
N,2,113,245,232,65,16,85.306,353.684,1896,N,485,4,78,74,57,34,1,78-74,57-34,3792
N,2,113,245,232,65,16,85.306,353.684,1896,N,485,4,78,75,57,34,1,78-75,57-34,3793
S,10,3,654,168,116,30,119.778,7.34694,2996,N,39,3,78,76,56,5,1,78-76,56-5,5992
S,10,3,654,168,116,30,119.778,7.34694,2996,N,39,3,78,77,56,5,1,78-77,56-5,5993
N,12,3,4645,121,51,4,53.937,7.91209,749,N,44,3,78,78,58,121,1,78-78,58-121,1498
N,12,3,4645,121,51,4,53.937,7.91209,749,N,44,3,78,79,58,121,1,78-79,58-121,1499
N,16,2,2982,678,46,7,41.344,4.93151,428,N,63,2,78,80,38,116,1,78-80,38-116,856
N,16,2,2982,678,46,7,41.344,4.93151,428,N,63,2,78,81,38,116,1,78-81,38-116,857
S,21,2,3277,108,130,31,154.463,7.82609,3839,N,20,2,78,82,56,68,1,78-82,56-68,7678
S,21,2,3277,108,130,31,154.463,7.82609,3839,N,20,2,78,83,56,68,1,78-83,56-68,7679
S,22,3,4037,222,130,2,157.639,18,3886,N,63,3,78,84,56,126,1,78-84,56-126,7772
S,22,3,4037,222,130,2,157.639,18,3886,N,63,3,78,85,56,126,1,78-85,56-126,7773
S,12,2,3423,117,117,9,126.063,3.95604,3187,N,49,2,78,86,50,48,1,78-86,50-48,6374
S,12,2,3423,117,117,9,126.063,3.95604,3187,N,49,2,78,87,50,48,1,78-87,50-48,6375
S,12,3,4843,195,117,15,126.063,7.91209,3188,N,49,3,78,88,50,36,1,78-88,50-36,6376
S,12,3,4843,195,117,15,126.063,7.91209,3188,N,49,3,78,89,50,36,1,78-89,50-36,6377
N,8,6,890,471,58,16,66.501,17.3077,1136,N,208,2,78,90,51,33,1,78-90,51-33,2272
N,8,6,890,471,58,16,66.501,17.3077,1136,N,208,2,78,91,51,33,1,78-91,51-33,2273
S,11,91,931,174,117,27,122.92,344.681,3182,N,128,2,78,92,50,12,1,78-92,50-12,6364
S,11,91,931,174,117,27,122.92,344.681,3182,N,128,2,78,93,50,12,1,78-93,50-12,6365
N,13,1,702,372,46,21,50.792,0,660,N,179,1,78,94,38,88,1,78-94,38-88,1320
N,13,1,702,372,46,21,50.792,0,660,N,179,1,78,95,38,88,1,78-95,38-88,1321
N,15,1,2614,393,46,18,44.496,0,500,N,105,1,78,96,38,94,1,78-96,38-94,1000
N,15,1,2614,393,46,18,44.496,0,500,N,105,1,78,97,38,94,1,78-97,38-94,1001
N,16,1,2029,351,45,16,41.344,0,427,N,63,1,78,98,60,97,1,78-98,60-97,854
N,16,1,2029,351,45,16,41.344,0,427,N,63,1,78,99,60,97,1,78-99,60-97,855
N,9,4,3871,925,52,8,63.362,10.6931,1033,N,94,4,78,102,51,50,1,78-102,51-50,2066
N,9,4,3871,925,52,8,63.362,10.6931,1033,N,94,4,78,103,51,50,1,78-103,51-50,2067
N,8,4,3419,18,58,21,66.501,10.3846,1134,N,123,4,78,104,51,23,1,78-104,51-23,2268
N,8,4,3419,18,58,21,66.501,10.3846,1134,N,123,4,78,105,51,23,1,78-105,51-23,2269
S,10,98,264,68,117,31,119.778,356.327,3091,N,120,5,78,106,50,4,1,78-106,50-4,6182
S,10,98,264,68,117,31,119.778,356.327,3091,N,120,5,78,107,50,4,1,78-107,50-4,6183
N,13,2,1397,283,46,23,50.792,4.13793,661,N,179,2,78,108,38,84,1,78-108,38-84,1322
N,13,2,1397,283,46,23,50.792,4.13793,661,N,179,2,78,109,38,84,1,78-109,38-84,1323
N,7,6,4335,483,58,1,69.638,16.9811,1240,N,200,2,78,110,51,63,1,78-110,51-63,2480
N,7,6,4335,483,58,1,69.638,16.9811,1240,N,200,2,78,111,51,63,1,78-111,51-63,2481
N,4,110,3220,79,65,17,79.043,350.357,1668,N,454,2,78,112,57,32,1,78-112,57-32,3336
N,4,110,3220,79,65,17,79.043,350.357,1668,N,454,2,78,113,57,32,1,78-113,57-32,3337
N,3,1,2286,225,65,2,82.175,0,1671,N,340,1,78,114,57,62,1,78-114,57-62,3342
N,3,1,2286,225,65,2,82.175,0,1671,N,340,1,78,115,57,62,1,78-115,57-62,3343
N,6,5,1094,852,58,15,72.774,13.3333,1345,N,375,1,78,116,51,35,1,78-116,51-35,2690
N,6,5,1094,852,58,15,72.774,13.3333,1345,N,375,1,78,117,51,35,1,78-117,51-35,2691
N,6,6,1092,1785,58,7,72.774,16.6667,1346,N,375,2,78,118,51,51,1,78-118,51-51,2692
N,6,6,1092,1785,58,7,72.774,16.6667,1346,N,375,2,78,119,51,51,1,78-119,51-51,2693
N,5,5,65,836,58,30,75.909,13.0909,1453,N,317,1,78,120,51,5,1,78-120,51-5,2906
N,5,5,65,836,58,30,75.909,13.0909,1453,N,317,1,78,121,51,5,1,78-121,51-5,2907
N,6,4,3577,1776,58,32,72.774,10,1344,N,376,4,78,122,51,1,1,78-122,51-1,2688
N,6,4,3577,1776,58,32,72.774,10,1344,N,376,4,78,123,51,1,1,78-123,51-1,2689
